booking_code,customer_id,ticket_source_name,created_date,trip_date,from_to,comp_id,bus_rating,vehicle_type,seat_type,quantity,total_fare,customer_type
5JP67,NJVKWb0EoyKdoD5lqRNQ, iOS,7/24/2020,7/25/2020,Kiên Giang - Hồ Chí Minh,OJR6c4Dznvo3s55VV29CkKBAXxDyv3ZGzkkZU+2AQHM,4.9,limousine,Sleeper,1,224000,Old Customer
WO0U8,NjW3wQw2OIt3GVKzVYSQ, iOS,8/27/2020,8/30/2020,Hà Nội - Lào Cai,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,limousine,Sleeper,2,560000,New Customer
2QYG5,nJY074mNfex0eP4UeNzg, Android,8/12/2020,8/13/2020,Hồ Chí Minh - Khánh Hòa,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,normal,Sleeper,2,352000,Old Customer
6287Q,NKLjXh4WetlJAaY5ZuRw, Android,8/11/2020,8/11/2020,Ninh Thuận - Hồ Chí Minh,15dx85jrzYJLfx8dXjBhROqzccBbYDyhgCgSh9X31as,4.7,normal,Sleeper,1,120000,Old Customer
07VG9,NKLjXh4WetlJAaY5ZuRw, Android,7/13/2020,7/14/2020,Ninh Thuận - Hồ Chí Minh,15dx85jrzYJLfx8dXjBhROqzccBbYDyhgCgSh9X31as,4.7,normal,Sleeper,1,120000,Old Customer
N6K8M,NksHgwycYWVCDsxnGz7g, Android,8/27/2020,8/27/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,2,432000,New Customer
88OA6,nlkRNHUYTt2jKwR8bMXQ, iOS,7/30/2020,7/30/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,CKyxd0naAlmejVcOu5/sal7JlOOgiAMWCiikliISN4s,4.1,normal,Seater,1,80000,Old Customer
11180,nlkRNHUYTt2jKwR8bMXQ, iOS,7/29/2020,7/29/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,lsflCU0tfkL7xAt53u1glgiDeVVPMwsRNQEojVnmVV4,3.5,limousine,Seater,1,128000,New Customer
U8E28,nlMdUaWwZFJ+0Ba15mtw, iOS,7/22/2020,7/22/2020,Hồ Chí Minh - Đắk Lắk,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,normal,Sleeper,1,160000,New Customer
5L4T4,NLmdx0oYSJYejn7HV7lg, iOS,7/24/2020,7/26/2020,Hà Nội - Đà Nẵng,//XMzUqXBLuid6CtgJg45hztTkG81Ct2U+v76OCOWfk,3.9,normal,Sleeper,1,320000,Old Customer
1TQ86,NLmdx0oYSJYejn7HV7lg, iOS,7/21/2020,7/22/2020,Đà Nẵng - Hà Nội,js01A48IbV+eIM52pnQiqtd6iaRHV0HPM5m3209lwYI,4.2,normal,Sleeper,1,328000,Old Customer
WZ7K2,NLruMEBfFm9hzU68MC0A, iOS,7/3/2020,7/3/2020,Đắk Nông - Hồ Chí Minh,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,1,456000,Old Customer
4AT67,nlvkn2xJ3NjyuAeb5ibQ, Android,7/28/2020,7/28/2020,Trà Vinh - Hồ Chí Minh,LxRzKihOv0IAcAH+cvrU02yS3QRwjWYFPx9gLPmh+/c,3.4,normal,Sleeper,1,192000,Old Customer
R012M,nLwoiX61oxkOBh3mRiOQ, iOS,7/12/2020,7/19/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,168000,Old Customer
LXSO1,NlyRrYExEw3qsPH0bbvQ, iOS,7/5/2020,7/7/2020,Cà Mau - Hồ Chí Minh,XlYFWzOE4K03YsppJOEJZLzZ7BtLcVrjXDjCNPu5v/M,4.5,limousine,Sleeper,1,216000,Old Customer
3Y6L1,nm09pGbBqFxuE70F+8Rw, Android,8/14/2020,8/15/2020,Hà Nội - Ninh Bình,dFPracwfEh5ttomLsNgxnNwVRiUwb0p5tQnVHd73w1A,4.7,limousine,Seater,1,180000,New Customer
2V473,nmRFp+vSgaY7VLYhP4ig, Android,8/25/2020,8/26/2020,Hồ Chí Minh - Đắk Nông,MRjW5KvsT3i5bxXdJIXVGIK53+/pQ/1Z7tC18RqRI+4,,normal,Sleeper,3,468000,New Customer
74Q9V,NnMJeK5VDImkdM3G1Grg, Android,7/1/2020,7/2/2020,Đắk Lắk - Gia Lai,s+KzUOaM8vbsvlCXGX/yTzTrzTHluNLg+s7gzJCbdx0,4.6,limousine,Seater,1,240000,Old Customer
G3A58,NNPcOqh2yIfmaomoB3DQ, iOS,7/25/2020,7/26/2020,Cà Mau - Hồ Chí Minh,3abT/Xic4GguFLMzdJ40tocte6hP1rIuv4FRox+LBCI,4.2,limousine,Sleeper,2,720000,Old Customer
HHFL1,NNRLXgEKdgA47vpySmtw, Android,7/21/2020,7/23/2020,Đà Nẵng - Đắk Lắk,zOCOZoNtqi8N0E0JFu/VgeCv030mr7Kocco5BCdd1oM,3,normal,Sleeper,1,480000,New Customer
1GE22,NNtGYWjNAqKZUQ9GTvfQ, Android,7/14/2020,7/15/2020,Lâm Đồng - Bình Dương,XGcelD8HYGDzuWvv5sTinpi5oSx7FpFBjy6wspcd4qQ,1.7,normal,Seater,2,432000,Old Customer
762C9,NNtGYWjNAqKZUQ9GTvfQ, Android,7/5/2020,7/13/2020,Bình Dương - Lâm Đồng,XGcelD8HYGDzuWvv5sTinpi5oSx7FpFBjy6wspcd4qQ,1.7,normal,Seater,2,432000,New Customer
066B6,nNVSPPsQ2CyuCr8h9cHQ, iOS,7/5/2020,7/23/2020,Hồ Chí Minh - Đắk Lắk,rIV7PCZfOa0VKkx74PIJctfILGQshuC92JGwyjDxZbE,3.7,normal,Sleeper,2,320000,Old Customer
5Z9BD,NO9QxG4asa0V+uAxaRuw, Android,7/10/2020,7/11/2020,Khánh Hòa - Hồ Chí Minh,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,2,696000,Old Customer
Q2D7K,nOhvKEOm6vs4QC1UVTFw, iOS,8/13/2020,8/14/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,128000,Old Customer
H35LS,nOm3tC6RU7Bm0J7ZlvkA, iOS,8/12/2020,8/13/2020,Hà Nội - Hòa Bình,Jhp2zCWA8Xj1rpmUt+TatVltDQDDYrpy4h+5QeuuZSQ,4.8,limousine,Seater,2,528000,Old Customer
UA5MK,nP361V6aZwDSSoBLkA/A, iOS,7/22/2020,7/24/2020,Hồ Chí Minh - Đắk Lắk,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,3,1368000,Old Customer
80XM5,nPtpl2SupYSd8/nWH2pw, iOS,7/27/2020,7/28/2020,Khánh Hòa - Hồ Chí Minh,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,264000,Old Customer
W2IQJ,nQ2FkrWk6Zo8g0DyknIw, Android,7/20/2020,7/20/2020,Hồ Chí Minh - Ninh Thuận,IPFsJceyvMq/XkMzZ2QVKef/PeYq9+h2RXzk150R3uA,4.1,normal,Sleeper,1,120000,New Customer
431ZL,nRa+h+sOSmRi/SDWY1yw, iOS,7/14/2020,7/15/2020,Hồ Chí Minh - Khánh Hòa,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,1,240000,Old Customer
A34PB,nRa+h+sOSmRi/SDWY1yw, iOS,7/6/2020,7/12/2020,Khánh Hòa - Hồ Chí Minh,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,1,144000,Old Customer
903FE,nRa+h+sOSmRi/SDWY1yw, iOS,7/6/2020,7/10/2020,Hồ Chí Minh - Khánh Hòa,yAHSoGdqFFbvygkm6JuSl5azTpEbfujl9oIFJNS9Ckg,4.5,normal,Sleeper,1,216000,Old Customer
YGW0E,NrCeCXCaxF6tG8k37Rdw, iOS,7/23/2020,7/23/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
B0AT0,NrCeCXCaxF6tG8k37Rdw, iOS,7/19/2020,7/20/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
1634F,NrFM/plmP7MyZSTl/TqQ, iOS,8/6/2020,8/9/2020,Hà Nội - Nghệ An,TTCQDgMJzRNRzF3M4o5fNxqZuIZxw+vAXTAYJ6aCcA0,4.9,normal,Sleeper,1,300000,Old Customer
KA5XW,NrFM/plmP7MyZSTl/TqQ, iOS,8/6/2020,8/7/2020,Nghệ An - Hà Nội,TTCQDgMJzRNRzF3M4o5fNxqZuIZxw+vAXTAYJ6aCcA0,4.9,normal,Sleeper,1,200000,Old Customer
L7E3X,NrFM/plmP7MyZSTl/TqQ, iOS,7/25/2020,7/31/2020,Nghệ An - Hà Nội,TTCQDgMJzRNRzF3M4o5fNxqZuIZxw+vAXTAYJ6aCcA0,4.9,normal,Sleeper,1,300000,Old Customer
R7EVD,NrFM/plmP7MyZSTl/TqQ, iOS,7/25/2020,8/2/2020,Hà Nội - Nghệ An,TTCQDgMJzRNRzF3M4o5fNxqZuIZxw+vAXTAYJ6aCcA0,4.9,normal,Sleeper,1,300000,Old Customer
RJ9FF,NrFM/plmP7MyZSTl/TqQ, iOS,7/20/2020,7/26/2020,Hà Nội - Nghệ An,TTCQDgMJzRNRzF3M4o5fNxqZuIZxw+vAXTAYJ6aCcA0,4.9,normal,Sleeper,1,300000,Old Customer
MR7VX,NrFM/plmP7MyZSTl/TqQ, iOS,7/19/2020,7/24/2020,Nghệ An - Hà Nội,TTCQDgMJzRNRzF3M4o5fNxqZuIZxw+vAXTAYJ6aCcA0,4.9,normal,Sleeper,1,200000,Old Customer
ZJHAH,NrGk/apPC7MrM0pa/Jsw, Android,8/20/2020,8/20/2020,Hồ Chí Minh - Khánh Hòa,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,432000,Old Customer
CWVIB,NrGk/apPC7MrM0pa/Jsw, Android,7/8/2020,7/8/2020,Khánh Hòa - Hồ Chí Minh,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,276000,Old Customer
OXF0Q,NrGk/apPC7MrM0pa/Jsw, Android,7/7/2020,7/7/2020,Hồ Chí Minh - Khánh Hòa,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,276000,Old Customer
78ZJM,nRiLv4rHgfPeDpS9fJ4A, iOS,8/1/2020,8/3/2020,Bạc Liêu - Hồ Chí Minh,jjzmrKtb0N4OM2FmtKAxvNcQ/ZDyadp+6B44PVAy+sQ,2.8,normal,Sleeper,1,128000,Old Customer
N304B,nRiLv4rHgfPeDpS9fJ4A, iOS,7/31/2020,8/1/2020,Hồ Chí Minh - Bạc Liêu,jjzmrKtb0N4OM2FmtKAxvNcQ/ZDyadp+6B44PVAy+sQ,2.8,normal,Sleeper,1,128000,New Customer
B4C43,Nrluki2H+AaSVG9yToeA, iOS,8/21/2020,8/28/2020,Hồ Chí Minh - Khánh Hòa,sZPlcG5MSKpD+oz4tD5DM2O3EUbMkf3RIzq1iQWlqik,4.1,limousine,Sleeper,1,160000,Old Customer
22161,Nrluki2H+AaSVG9yToeA, iOS,7/31/2020,8/2/2020,Khánh Hòa - Hồ Chí Minh,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,normal,Sleeper,1,240000,Old Customer
9J6OZ,Nrluki2H+AaSVG9yToeA, iOS,7/31/2020,7/31/2020,Hồ Chí Minh - Khánh Hòa,sZPlcG5MSKpD+oz4tD5DM2O3EUbMkf3RIzq1iQWlqik,4.1,limousine,Sleeper,1,160000,Old Customer
HUQ7Z,NrX/hoy4c8+UoTscVPVQ, Android,7/19/2020,7/19/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,2,240000,Old Customer
30DJ6,NrX/hoy4c8+UoTscVPVQ, Android,7/18/2020,7/19/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
0TDJM,nRxA/XM4iJLFlJorVyMQ, iOS,7/7/2020,7/12/2020,Thanh Hóa - Hà Nội,WqK971btbcQfSTBF5ny68aAdcNwJEve8g6ChpPYCWwA,3.6,limousine,Seater,2,408000,New Customer
H3IO9,ns/vI38xvwZXdxXLJdZQ, Android,8/25/2020,8/25/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,1,480000,Old Customer
MT92T,ns/vI38xvwZXdxXLJdZQ, Android,8/22/2020,8/23/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,2,640000,Old Customer
F4B4Q,nSIsdVJJOH0llLxXPlQQ, iOS,7/29/2020,7/29/2020,Lâm Đồng - Hồ Chí Minh,QF098kNOCsCKFo+D/X9uuk4AIaywyYQt0pF52KGCQLc,4,limousine,Sleeper,2,912000,Old Customer
6R750,NskhpuGCYHRB1LI3AhgA, iOS,7/21/2020,7/22/2020,Hồ Chí Minh - Gia Lai,HQyblKF6/tOIB8ImRa03P3ei0O3Fgt1roQW9qFkyi2E,3.9,normal,Sleeper,2,528000,Old Customer
812GD,nSOfu8nEXBWabb/1P5Kg, iOS,7/20/2020,7/21/2020,Kiên Giang - Hồ Chí Minh,OJR6c4Dznvo3s55VV29CkKBAXxDyv3ZGzkkZU+2AQHM,4.9,limousine,Sleeper,1,336000,New Customer
182B9,NSpZ7yI0I4cYiItAZUkw, iOS,8/24/2020,8/30/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,168000,Old Customer
1GF1E,NSpZ7yI0I4cYiItAZUkw, iOS,8/24/2020,8/28/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,252000,Old Customer
7S3TM,NSpZ7yI0I4cYiItAZUkw, iOS,7/20/2020,7/26/2020,Lâm Đồng - Hồ Chí Minh,ayk80uAzTnGvzp0RBla2EmI54V+I208GEW97fhya/kk,4.8,limousine,Sleeper,1,408000,Old Customer
2KL92,NSpZ7yI0I4cYiItAZUkw, iOS,7/20/2020,7/24/2020,Hồ Chí Minh - Lâm Đồng,ayk80uAzTnGvzp0RBla2EmI54V+I208GEW97fhya/kk,4.8,limousine,Sleeper,1,272000,Old Customer
1F9FU,NSpZ7yI0I4cYiItAZUkw, iOS,7/20/2020,7/26/2020,Lâm Đồng - Hồ Chí Minh,ayk80uAzTnGvzp0RBla2EmI54V+I208GEW97fhya/kk,4.8,limousine,Sleeper,1,408000,Old Customer
JGUPF,NSpZ7yI0I4cYiItAZUkw, iOS,7/20/2020,7/24/2020,Hồ Chí Minh - Lâm Đồng,ayk80uAzTnGvzp0RBla2EmI54V+I208GEW97fhya/kk,4.8,limousine,Sleeper,1,272000,Old Customer
9HL3R,nSv4LSdr++v19cJ/WSug, Android,7/5/2020,7/5/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
Q29K6,NT/cl8Rk07hrOGuCq7pw, iOS,7/13/2020,7/17/2020,Hồ Chí Minh - Lâm Đồng,C4DHSI4s3VmHH8qpjGyDyNVNK3ozKqsvdhpFZkF+zwI,4.4,,,1,324000,Old Customer
07KGQ,NT/cl8Rk07hrOGuCq7pw, iOS,7/13/2020,7/17/2020,Hồ Chí Minh - Lâm Đồng,C4DHSI4s3VmHH8qpjGyDyNVNK3ozKqsvdhpFZkF+zwI,4.4,,,1,324000,Old Customer
4H5Z2,NT/cl8Rk07hrOGuCq7pw, iOS,7/13/2020,7/17/2020,Hồ Chí Minh - Lâm Đồng,C4DHSI4s3VmHH8qpjGyDyNVNK3ozKqsvdhpFZkF+zwI,4.4,,,1,216000,Old Customer
2D20Q,nt+0Xvak9y+N+Up2MXDg, iOS,7/7/2020,7/8/2020,Thanh Hóa - Hà Nội,PrS79bVdJQovG/4MJM5ES2Hl6VJJPQ1dRzECJN8k81E,4.2,limousine,Seater,1,168000,Old Customer
87163,nt2er7E7KNqcL9kAcScg, iOS,7/18/2020,7/19/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
4LEN1,ntcSol+d9nThCC16PAww, Android,7/23/2020,7/27/2020,Ninh Thuận - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,168000,Old Customer
Z37ZS,ntK0gxQ4cfaEBAfSM9fw, iOS,7/22/2020,7/24/2020,Lâm Đồng - Bà Rịa-Vũng Tàu,GoXkz1uIj+f5ZxGq6WCQxN2tU61jbvRu3hxzxtT7GN4,3.4,limousine,Seater,1,240000,Old Customer
9N9X6,ntK0gxQ4cfaEBAfSM9fw, iOS,7/22/2020,7/23/2020,Bình Dương - Lâm Đồng,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,1,200000,Old Customer
2O0JI,ntK0gxQ4cfaEBAfSM9fw, iOS,7/14/2020,7/19/2020,Lâm Đồng - Bình Dương,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,2,288000,Old Customer
JPV09,ntK0gxQ4cfaEBAfSM9fw, iOS,7/13/2020,7/15/2020,Bình Dương - Lâm Đồng,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,2,600000,New Customer
72A6F,NtYb7ERGgPXJJB9YtFXA, iOS,7/17/2020,7/17/2020,Hồ Chí Minh - Lâm Đồng,6ByIZdC7qv8Nq0iDmaK5Q2V9sdb9R0oXMzAOz1d82Hs,4,normal,Seater,2,432000,Old Customer
VYW9M,NtYkSBa9ZXGXwetjcuhw, iOS,7/12/2020,7/12/2020,Trà Vinh - Hồ Chí Minh,LxRzKihOv0IAcAH+cvrU02yS3QRwjWYFPx9gLPmh+/c,3.4,normal,Sleeper,1,144000,Old Customer
K1GF4,nU5eQWQb9TKndsxYgqNA, Android,8/1/2020,8/2/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,252000,Old Customer
43I2R,nU5eQWQb9TKndsxYgqNA, Android,7/10/2020,7/11/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,168000,Old Customer
PS3E9,nUB5eKC1pBv6FHXGqHsA, Android,7/20/2020,7/20/2020,Đà Nẵng - Đắk Lắk,LnbFphc8Ef+cESoYFJlCXqPdWEhKQrvNYMbpGnAILaE,3.5,normal,Sleeper,2,576000,Old Customer
SYC67,NUfGPwjftDt5UM66lasA, Android,8/20/2020,8/21/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,New Customer
3M68H,nUFKG3gJKPxXC69Plbig, iOS,7/18/2020,7/19/2020,Lâm Đồng - Hồ Chí Minh,C4DHSI4s3VmHH8qpjGyDyNVNK3ozKqsvdhpFZkF+zwI,4.4,,,2,624000,Old Customer
5X1IK,NUW4I3RcmxzzTDHAQx3A, Android,7/26/2020,7/31/2020,Bình Dương - Phú Yên,1sJJt2mvT8zFLS+OGkt7Ru+T7LTg07uSzWb+dsbP5Zs,3.7,normal,Sleeper,2,320000,Old Customer
D13T3,NUW4I3RcmxzzTDHAQx3A, Android,7/19/2020,7/19/2020,Hồ Chí Minh - Khánh Hòa,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,2,560000,Old Customer
3T9H1,nuwb40sBqWBDwx8Tpjag, iOS,8/12/2020,8/14/2020,Hồ Chí Minh - Khánh Hòa,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,200000,Old Customer
Q03OH,nuXiFAgQj0gXrpGAvduA, iOS,8/12/2020,8/13/2020,Hà Nội - Quảng Ninh,foq6HrBlqKM7aBMgBC0p2xrK34WFtKCrO3YYniYcWKI,3.8,limousine,Seater,1,112000,New Customer
P2WLK,NV45kd7/35ChlMrQs/NQ, Android,7/22/2020,7/23/2020,Hà Nội - Lào Cai,cqV3YbiY5H5oREthyiggTw0DqMub1jpF91zLV2snrLM,4.4,normal,Sleeper,3,552000,New Customer
162SR,nVAjfG6AE3eu3RWWogsQ, iOS,7/17/2020,7/19/2020,Kon Tum - Hồ Chí Minh,ZiTLngAVo6WH+qLfInsIT+8nEv+UJeSGNHSO1PYzMkU,4,normal,Sleeper,1,300000,Old Customer
UX673,nVAjfG6AE3eu3RWWogsQ, iOS,7/10/2020,7/13/2020,Hồ Chí Minh - Kon Tum,ZiTLngAVo6WH+qLfInsIT+8nEv+UJeSGNHSO1PYzMkU,4,normal,Sleeper,1,300000,New Customer
G32LT,NVAkL2P7WfGO11+E4uIw, iOS,8/23/2020,8/25/2020,Bình Định - Gia Lai,HHeDrh6JYtUlPud1cOoZadgNvg9AhiPY+ODcHj/zo+c,5,normal,Seater,4,320000,Old Customer
9MAZM,NVAkL2P7WfGO11+E4uIw, iOS,7/20/2020,7/28/2020,Bình Định - Gia Lai,HHeDrh6JYtUlPud1cOoZadgNvg9AhiPY+ODcHj/zo+c,5,limousine,Seater,3,720000,Old Customer
X86M0,NVAkL2P7WfGO11+E4uIw, iOS,7/20/2020,7/27/2020,Gia Lai - Bình Định,HHeDrh6JYtUlPud1cOoZadgNvg9AhiPY+ODcHj/zo+c,5,limousine,Seater,3,480000,Old Customer
0BG69,NVAkL2P7WfGO11+E4uIw, iOS,7/15/2020,7/17/2020,Bình Định - Gia Lai,HHeDrh6JYtUlPud1cOoZadgNvg9AhiPY+ODcHj/zo+c,5,limousine,Seater,1,240000,Old Customer
RQ14W,NVAkL2P7WfGO11+E4uIw, iOS,7/15/2020,7/16/2020,Gia Lai - Bình Định,HHeDrh6JYtUlPud1cOoZadgNvg9AhiPY+ODcHj/zo+c,5,normal,Seater,1,120000,Old Customer
686C3,NVIfFYMG0tsamagz0rIg, iOS,8/27/2020,8/28/2020,Hồ Chí Minh - Khánh Hòa,yAHSoGdqFFbvygkm6JuSl5azTpEbfujl9oIFJNS9Ckg,4.5,normal,Sleeper,1,216000,Old Customer
0Y02D,NVIfFYMG0tsamagz0rIg, iOS,7/11/2020,7/11/2020,Hồ Chí Minh - Khánh Hòa,yAHSoGdqFFbvygkm6JuSl5azTpEbfujl9oIFJNS9Ckg,4.5,normal,Sleeper,1,144000,Old Customer
6Z66P,Nvkonz/1dJQwWikRXatA, iOS,7/3/2020,7/4/2020,Bình Thuận - Hồ Chí Minh,rkqWzYEd1pb4lTmjugZyqfSjyqDVyPQ5bmF7WTJa8kM,4.2,limousine,Seater,6,2160000,Old Customer
LYYMM,Nvkonz/1dJQwWikRXatA, iOS,7/2/2020,7/3/2020,Hồ Chí Minh - Bình Thuận,rkqWzYEd1pb4lTmjugZyqfSjyqDVyPQ5bmF7WTJa8kM,4.2,limousine,Seater,2,720000,Old Customer
M0I9Z,NVZq0jFq52TzwPJrE14w, Android,7/21/2020,8/1/2020,Khánh Hòa - Hồ Chí Minh,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,2,464000,Old Customer
OJ8F2,NVZq0jFq52TzwPJrE14w, Android,7/1/2020,7/4/2020,Khánh Hòa - Hồ Chí Minh,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,1,160000,Old Customer
00DS0,nwKfQlgEDONrlYP+fBDg, iOS,8/20/2020,8/20/2020,Lâm Đồng - Hồ Chí Minh,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,2,480000,Old Customer
68O4L,nwKfQlgEDONrlYP+fBDg, iOS,8/4/2020,8/4/2020,Lâm Đồng - Hồ Chí Minh,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,1,360000,New Customer
07MF7,NwqjEPDwHdPub7UviK+A, Android,7/20/2020,7/20/2020,Lào Cai - Hà Nội,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,limousine,Sleeper,1,280000,Old Customer
4190W,NwqjEPDwHdPub7UviK+A, Android,7/14/2020,7/17/2020,Hà Nội - Lào Cai,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,limousine,Sleeper,1,280000,New Customer
R1THH,nxEARiVbreYsThiBohwA, iOS,7/20/2020,7/31/2020,Khánh Hòa - Hồ Chí Minh,L0Z0ODguduRKvp4eEjMvYJeC7hf83LayxXXrSZCVty0,3.3,normal,Sleeper,3,792000,Old Customer
5DM39,nXkJDJkeUe90Z+Nb+1Wg, Android,8/20/2020,8/22/2020,Đắk Lắk - Hồ Chí Minh,f5iFSOWphf0KrtQ/iz6GOWzi392IpUDzr35bdnQNvd0,4.1,limousine,Sleeper,1,240000,Old Customer
7223H,nXkJDJkeUe90Z+Nb+1Wg, Android,7/29/2020,7/30/2020,Hồ Chí Minh - Đắk Lắk,f5iFSOWphf0KrtQ/iz6GOWzi392IpUDzr35bdnQNvd0,4.1,limousine,Sleeper,1,360000,Old Customer
4KSYY,Nxom/735mqYfVNJ5f3bA, iOS,8/22/2020,8/23/2020,Ninh Bình - Hà Nội,dFPracwfEh5ttomLsNgxnNwVRiUwb0p5tQnVHd73w1A,4.7,limousine,Seater,2,208000,New Customer
7TICM,NXPxmwN9JMQfxyOZqwMQ, iOS,8/15/2020,8/16/2020,Hồ Chí Minh - Khánh Hòa,1LWVQGpaxkWM2fQZc1PQh+B0m87rHQGbSOf3hM48uCs,4.1,normal,Sleeper,1,420000,Old Customer
P1I97,NXr9uLp9zr8PFQjPxgGg, Android,7/13/2020,7/15/2020,Bình Dương - Bà Rịa-Vũng Tàu,2I+s/UqfUU96S+QwUanvomiyFRb/I1itwC69VsffUfw,4.7,limousine,Seater,3,336000,New Customer
92S8F,ny6MEzGINL8P4jBVu3DA, iOS,7/26/2020,7/28/2020,Khánh Hòa - Hồ Chí Minh,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,1,240000,Old Customer
85161,ny6MEzGINL8P4jBVu3DA, iOS,7/24/2020,7/26/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,168000,Old Customer
